date,Ball One,Ball Two,Ball Three,Ball Four,Ball Five,payout
2021-03-27,6,7,22,23,32,110000
2021-03-28,2,6,11,13,31,137000
2021-03-29,1,8,9,10,28,199000
2021-03-30,2,4,22,35,39,259000
2021-03-31,3,4,24,25,41,343000
2021-04-01,2,7,21,26,30,445000
2021-04-02,1,11,17,29,42,100000
2021-04-03,11,19,24,33,38,110000
2021-04-04,11,15,28,31,41,144000
2021-04-05,2,3,15,30,40,100000
2021-04-06,3,8,26,27,39,110000
2021-04-07,1,14,21,25,40,139000
2021-04-08,3,11,21,28,32,193000
2021-04-09,12,16,22,26,29,263000
2021-04-10,14,18,21,34,38,351000
2021-04-11,9,14,22,26,35,428000
2021-04-12,3,11,14,22,34,554000
2021-04-13,3,17,31,35,39,676000
2021-04-14,21,26,29,33,35,847000
2021-04-15,6,7,16,29,41,1000000
2021-04-16,14,20,25,26,41,1200000
2021-04-17,3,5,11,34,41,1500000
2021-04-18,24,29,30,40,41,1700000
2021-04-19,3,5,34,40,41,2100000
2021-04-20,1,5,21,22,37,100000
2021-04-21,2,6,14,17,35,110000
2021-04-22,2,20,31,36,43,154000
2021-04-23,2,10,20,21,24,100000
2021-04-24,5,20,22,26,42,110000
2021-04-25,13,20,31,38,41,138000
2021-04-26,2,3,6,35,41,205000
2021-04-27,10,23,26,35,36,277000
2021-04-28,2,8,24,33,41,362000
2021-04-29,12,20,22,31,37,460000
2021-04-30,2,10,11,24,25,582000
2021-05-01,2,9,27,30,36,727000
2021-05-02,8,9,12,26,38,844000
2021-05-03,4,5,27,33,41,1000000
2021-05-04,4,16,30,37,38,100000
2021-05-05,13,18,19,21,23,100000
2021-05-06,4,22,24,33,39,110000
2021-05-07,13,27,30,33,42,148000
2021-05-08,4,17,28,38,42,219000
2021-05-09,1,4,9,15,30,268000
2021-05-10,3,12,13,30,31,348000
2021-05-11,11,18,19,34,38,436000
2021-05-12,5,15,16,34,35,544000
2021-05-13,4,16,25,27,38,100000
2021-05-14,7,12,36,39,43,110000
2021-05-15,8,19,23,34,35,100000
2021-05-16,5,25,33,38,40,110000
2021-05-17,4,14,15,17,43,132000
2021-05-18,12,14,20,35,38,194000
2021-05-19,3,5,8,17,41,268000
2021-05-20,2,8,9,18,22,342000
2021-05-21,2,20,25,27,28,436000
2021-05-22,7,11,14,26,29,557000
2021-05-23,10,14,25,34,42,652000
2021-05-24,10,21,36,41,42,796000
2021-05-25,12,16,19,34,36,968000
2021-05-26,8,20,24,29,32,1200000
2021-05-27,17,26,31,33,37,1400000
2021-05-28,23,30,32,33,38,1600000
2021-05-29,7,14,18,33,39,2000000
2021-05-30,1,7,19,20,22,100000
2021-05-31,7,9,11,19,40,110000
2021-06-01,28,30,36,38,43,152000
2021-06-02,5,25,29,39,41,228000
2021-06-03,3,22,27,37,42,303000
2021-06-04,3,9,17,29,35,407000
2021-06-05,5,6,11,18,36,100000
2021-06-06,14,20,33,36,39,110000
2021-06-07,1,4,26,36,38,100000
2021-06-08,7,24,35,41,43,110000
2021-06-09,10,15,17,19,43,100000
2021-06-10,2,5,30,32,35,110000
2021-06-11,4,11,12,26,35,145000
2021-06-12,2,14,21,22,23,216000
2021-06-13,2,13,36,42,43,269000
2021-06-14,1,15,19,23,36,344000
2021-06-15,12,15,23,25,40,428000
2021-06-16,4,8,29,31,33,100000
2021-06-17,1,7,10,15,28,110000
2021-06-18,6,8,11,19,31,100000
2021-06-19,4,12,24,27,42,100000
2021-06-20,3,4,5,8,36,110000
2021-06-21,1,13,32,38,42,126000
2021-06-22,3,6,8,15,22,100000
2021-06-23,3,15,33,40,43,100000
2021-06-24,8,10,13,27,31,110000
2021-06-25,3,27,35,39,40,137000
2021-06-26,23,26,28,29,40,198000
2021-06-27,6,15,16,35,41,100000
2021-06-28,10,15,22,29,43,110000
2021-06-29,9,10,16,19,29,100000
2021-06-30,10,14,19,20,23,110000
2021-07-01,3,11,26,27,32,135000
2021-07-02,16,23,26,31,37,190000
2021-07-03,12,16,29,33,35,259000
2021-07-04,12,14,31,37,41,309000
2021-07-05,8,26,29,30,40,100000
2021-07-06,11,17,20,31,35,110000
2021-07-07,8,12,30,38,40,127000
2021-07-08,16,22,31,35,39,175000
2021-07-09,8,23,36,38,43,229000
2021-07-10,7,16,19,25,39,305000
2021-07-11,11,17,21,32,33,100000
2021-07-12,19,20,31,35,38,110000
2021-07-13,4,20,22,25,33,120000
2021-07-14,21,25,28,31,41,100000
2021-07-15,5,10,23,25,31,110000
2021-07-16,3,15,17,20,33,126000
2021-07-17,27,31,37,39,43,181000
2021-07-18,6,7,9,21,41,220000
2021-07-19,3,5,20,36,41,300000
2021-07-20,3,4,10,34,43,369000
2021-07-21,2,17,21,22,38,454000
2021-07-22,8,9,25,27,28,550000
2021-07-23,11,14,27,37,42,661000
2021-07-24,4,5,22,24,38,787000
2021-07-25,13,15,24,26,32,100000
2021-07-26,6,10,21,28,30,110000
2021-07-27,14,31,35,41,43,120000
2021-07-28,10,23,29,30,32,167000
2021-07-29,1,6,15,37,38,211000
2021-07-30,2,11,22,27,41,278000
2021-07-31,2,4,24,37,38,100000
2021-08-01,5,13,14,36,42,110000
2021-08-02,16,21,24,31,35,120000
2021-08-03,7,17,36,38,42,166000
2021-08-04,4,16,20,23,31,222000
2021-08-05,7,16,31,38,41,284000
2021-08-06,2,9,30,36,43,100000
2021-08-07,9,23,24,26,41,110000
2021-08-08,2,17,22,37,39,120000
2021-08-09,4,8,10,28,38,163000
2021-08-10,17,20,28,32,33,100000
2021-08-11,12,18,26,32,36,110000
2021-08-12,20,24,26,29,31,120000
2021-08-13,11,30,31,33,38,164000
2021-08-14,1,4,5,17,40,221000
2021-08-15,11,21,24,34,40,266000
2021-08-16,4,21,35,37,42,332000
2021-08-17,16,24,34,36,39,404000
2021-08-18,2,9,15,18,42,502000
2021-08-19,5,8,12,27,28,605000
2021-08-20,1,14,22,29,39,725000
2021-08-21,12,14,23,32,40,868000
2021-08-22,1,7,13,26,29,997000
2021-08-23,11,19,29,35,36,100000
2021-08-24,6,13,31,34,40,100000
2021-08-25,4,12,24,31,38,110000
2021-08-26,3,9,16,30,36,100000
2021-08-27,2,13,23,24,29,110000
2021-08-28,10,16,22,36,38,100000
2021-08-29,6,10,12,33,37,110000
2021-08-30,12,15,23,25,28,120000
2021-08-31,6,12,13,26,30,130000
2021-09-01,14,16,19,21,24,173000
2021-09-02,2,3,4,27,39,214000
2021-09-03,18,23,25,36,38,269000
2021-09-04,9,13,37,40,43,333000
2021-09-05,3,7,12,13,38,385000
2021-09-06,16,26,28,32,39,457000
2021-09-07,3,7,15,23,27,100000
2021-09-08,1,2,13,38,40,100000
2021-09-09,1,8,33,38,39,110000
2021-09-10,1,8,21,24,34,120000
2021-09-11,9,11,15,20,39,145000
2021-09-12,12,13,19,23,32,173000
2021-09-13,1,2,4,11,16,216000
2021-09-14,11,29,32,36,39,100000
2021-09-15,3,20,24,26,30,110000
2021-09-16,9,21,22,24,38,120000
2021-09-17,2,10,14,27,35,138000
2021-09-18,3,13,18,34,35,185000
2021-09-19,13,19,24,38,43,214000
2021-09-20,5,7,12,25,43,267000
2021-09-21,3,5,21,34,39,100000
2021-09-22,8,9,16,23,34,110000
2021-09-23,3,4,15,36,41,120000
2021-09-24,3,21,23,28,34,142000
2021-09-25,7,11,20,22,39,186000
2021-09-26,2,4,14,29,32,221000
2021-09-27,6,7,9,19,39,273000
2021-09-28,16,18,22,25,29,331000
2021-09-29,4,11,12,36,40,393000
2021-09-30,4,30,31,37,43,100000
2021-10-01,4,25,31,37,43,110000
2021-10-02,2,6,12,23,30,100000
2021-10-03,2,8,26,33,43,110000
2021-10-04,3,16,23,33,34,120000
2021-10-05,3,8,23,26,32,148000
2021-10-06,3,5,24,37,38,179000
2021-10-07,15,19,21,28,34,215000
2021-10-08,3,22,24,26,31,266000
2021-10-09,11,12,17,25,35,100000
2021-10-10,7,9,19,23,37,110000
2021-10-11,2,18,19,34,37,120000
2021-10-12,10,21,22,30,41,130000
2021-10-13,17,25,29,37,38,163000
2021-10-14,14,29,31,33,35,197000
2021-10-15,3,5,6,18,20,245000
2021-10-16,8,12,17,26,32,303000
2021-10-17,5,11,18,36,40,353000
2021-10-18,12,32,34,35,42,420000
2021-10-19,6,33,36,37,43,496000
2021-10-20,2,7,12,16,28,582000
2021-10-21,15,23,38,39,43,677000
2021-10-22,2,7,9,31,38,100000
2021-10-23,18,19,24,27,30,110000
2021-10-24,3,6,22,25,31,120000
2021-10-25,1,10,13,18,41,130000
2021-10-26,1,9,30,39,41,161000
2021-10-27,13,16,19,23,29,199000
2021-10-28,2,12,23,24,42,242000
2021-10-29,4,20,21,29,33,298000
2021-10-30,2,9,14,24,34,362000
2021-10-31,2,7,9,15,40,420000
2021-11-01,7,19,32,34,37,505000
2021-11-02,1,9,11,15,32,593000
2021-11-03,3,5,12,21,32,692000
2021-11-04,17,25,27,29,31,808000
2021-11-05,1,4,5,7,8,100000
2021-11-06,6,13,28,29,33,110000
2021-11-07,14,18,22,25,26,120000
2021-11-08,12,15,28,31,34,132000
2021-11-09,6,10,12,31,33,169000
2021-11-10,7,24,36,40,42,207000
2021-11-11,14,16,21,24,38,258000
2021-11-12,9,11,16,22,32,317000
2021-11-13,4,20,26,28,41,384000
2021-11-14,12,15,18,29,42,439000
2021-11-15,2,7,16,29,33,528000
2021-11-16,6,14,20,25,35,614000
2021-11-17,5,6,7,35,41,722000
2021-11-18,2,6,26,31,42,100000
2021-11-19,17,18,21,24,25,110000
2021-11-20,14,24,26,38,43,120000
2021-11-21,5,8,18,30,37,130000
2021-11-22,9,22,30,31,40,165000
2021-11-23,4,26,27,29,30,208000
2021-11-24,4,12,15,30,38,253000
2021-11-25,5,13,20,32,39,316000
2021-11-26,7,12,35,38,43,355000
2021-11-27,4,15,18,30,38,432000
2021-11-28,3,14,15,31,41,499000
2021-11-29,1,2,15,36,42,100000
2021-11-30,1,15,21,27,43,110000
2021-12-01,2,30,32,33,39,120000
2021-12-02,2,21,23,33,35,130000
2021-12-03,3,8,17,23,38,169000
2021-12-04,6,10,11,25,33,215000
2021-12-05,14,16,19,21,28,254000
2021-12-06,1,4,15,31,40,310000
2021-12-07,8,18,31,37,38,370000
2021-12-08,2,12,27,28,32,433000
2021-12-09,5,8,15,18,33,519000
2021-12-10,5,10,12,38,42,614000
2021-12-11,6,14,26,27,37,715000
2021-12-12,13,14,20,26,42,815000
2021-12-13,4,9,11,22,25,100000
2021-12-14,20,26,27,33,37,110000
2021-12-15,3,22,24,31,37,120000
2021-12-16,3,4,13,17,19,133000
2021-12-17,29,30,31,37,38,177000
2021-12-18,10,17,29,35,38,246000
2021-12-19,13,24,32,34,40,100000
2021-12-20,5,7,19,30,31,110000
2021-12-21,8,11,15,21,23,120000
2021-12-22,7,21,26,31,33,151000
2021-12-23,8,13,24,28,37,197000
2021-12-24,2,4,14,23,40,262000
2021-12-25,9,15,26,27,43,100000
2021-12-26,10,14,16,32,38,110000
2021-12-27,7,12,14,15,21,120000
2021-12-28,13,15,20,28,41,158000
2021-12-29,12,15,20,27,41,216000
2021-12-30,4,15,22,26,32,279000
2021-12-31,7,9,14,23,41,100000
2022-01-01,2,17,22,26,36,110000
2022-01-02,16,17,18,26,29,124000
2022-01-03,12,27,33,34,42,172000
2022-01-04,10,11,19,22,32,227000
2022-01-05,1,12,30,32,36,283000
2022-01-06,4,7,16,25,30,367000
2022-01-07,11,14,28,33,39,442000
2022-01-08,1,3,23,25,32,100000
2022-01-09,18,22,36,39,41,110000
2022-01-10,1,16,17,25,41,120000
2022-01-11,16,18,26,41,42,153000
2022-01-12,6,8,16,21,39,195000
2022-01-13,1,4,5,29,34,100000
2022-01-14,8,9,20,27,28,110000
2022-01-15,8,28,29,33,37,120000
2022-01-16,16,17,26,27,36,158000
2022-01-17,9,26,34,38,39,170000
2022-01-18,7,16,28,31,41,221000
2022-01-19,3,6,14,18,34,276000
2022-01-20,4,9,14,16,37,339000
2022-01-21,3,13,15,24,42,400000
2022-01-22,14,22,31,41,42,490000
2022-01-23,11,21,30,38,39,563000
2022-01-24,9,23,25,36,43,682000
2022-01-25,3,11,22,25,33,791000
2022-01-26,13,23,28,32,38,100000
2022-01-27,5,6,17,24,28,110000
2022-01-28,14,25,35,41,42,100000
2022-01-29,2,11,16,18,43,100000
2022-01-30,2,9,18,25,32,100000
2022-01-31,10,17,26,28,38,100000
2022-02-01,2,10,13,17,19,110000
2022-02-02,6,11,12,17,42,100000
2022-02-03,18,25,32,37,42,110000
2022-02-04,6,11,18,26,38,121000
2022-02-05,28,32,37,39,42,171000
2022-02-06,5,13,15,22,29,207000
2022-02-07,4,6,20,22,40,100000
2022-02-08,3,11,27,35,38,110000
2022-02-09,3,11,20,27,36,100000
2022-02-10,6,7,9,12,21,110000
2022-02-11,6,12,14,24,29,120000
2022-02-12,1,3,12,19,24,161000
2022-02-13,19,26,28,41,43,198000
2022-02-14,5,21,34,37,40,254000
2022-02-15,4,9,19,21,33,314000
2022-02-16,9,12,30,37,43,383000
2022-02-17,7,17,24,29,38,464000
2022-02-18,11,14,28,31,35,100000
2022-02-19,13,25,38,41,42,110000
2022-02-20,3,4,7,18,36,120000
2022-02-21,1,5,19,20,37,152000
2022-02-22,8,18,29,34,42,197000
2022-02-23,8,25,33,36,37,257000
2022-02-24,20,26,29,35,36,319000
2022-02-25,5,11,26,28,31,100000
2022-02-26,16,25,26,28,34,110000
2022-02-27,6,18,21,22,41,120000
2022-02-28,3,19,25,30,41,152000
2022-03-01,1,7,8,18,38,199000
2022-03-02,13,22,24,25,31,252000
2022-03-03,21,29,30,34,36,317000
2022-03-04,10,11,29,30,42,100000
2022-03-05,8,9,13,32,33,100000
2022-03-06,1,11,14,17,22,110000
2022-03-07,6,14,23,30,33,120000
2022-03-08,8,9,27,39,42,148000
2022-03-09,7,11,17,24,39,192000
2022-03-10,2,13,23,35,41,100000
2022-03-11,13,15,16,33,35,110000
2022-03-12,1,15,19,21,35,120000
2022-03-13,2,10,11,22,36,144000
2022-03-14,5,15,25,30,35,183000
2022-03-15,12,19,29,31,37,230000
2022-03-16,7,9,30,37,38,289000
2022-03-17,22,28,29,31,37,354000
2022-03-18,15,22,26,28,30,437000
2022-03-19,16,24,27,28,31,529000
2022-03-20,1,3,5,35,41,100000
2022-03-21,8,11,20,36,42,100000
2022-03-22,6,18,19,23,28,110000
2022-03-23,6,7,9,25,29,120000
2022-03-24,1,9,33,35,40,100000
2022-03-25,12,21,24,25,29,110000
2022-03-26,7,9,21,22,36,100000
2022-03-27,1,6,12,37,40,110000
2022-03-28,3,4,18,22,41,120000
2022-03-29,4,8,10,17,20,135000
2022-03-30,4,15,19,24,30,176000
2022-03-31,1,9,16,28,40,221000
2022-04-01,13,14,15,21,40,285000
2022-04-02,2,10,13,19,27,355000
2022-04-03,4,9,35,38,41,424000
2022-04-04,4,14,32,37,39,521000
2022-04-05,22,24,31,36,41,623000
2022-04-06,16,19,21,30,43,754000
2022-04-07,16,17,22,27,28,100000
2022-04-08,7,11,13,23,34,110000
2022-04-09,2,5,17,34,38,124000
2022-04-10,16,21,24,27,38,162000
2022-04-11,6,7,16,24,42,206000
2022-04-12,6,13,22,23,29,258000
2022-04-13,3,9,20,24,42,315000
2022-04-14,2,11,19,25,35,384000
2022-04-15,5,28,34,41,43,470000
2022-04-16,16,32,36,41,42,559000
2022-04-17,11,15,16,18,42,653000
2022-04-18,11,24,25,40,41,100000
2022-04-19,4,11,13,22,37,110000
2022-04-20,13,25,26,30,41,120000
2022-04-21,10,11,15,20,21,155000
2022-04-22,2,8,11,31,32,201000
2022-04-23,1,3,25,33,36,259000
2022-04-24,1,6,21,35,37,310000
2022-04-25,14,15,29,31,37,382000
2022-04-26,11,14,22,30,31,460000
2022-04-27,4,5,10,24,34,556000
2022-04-28,5,12,13,24,39,678000
2022-04-29,2,19,25,27,42,811000
2022-04-30,2,8,10,21,34,100000
2022-05-01,6,15,17,26,36,110000
2022-05-02,3,8,31,36,41,120000
2022-05-03,2,5,8,12,25,161000
2022-05-04,19,21,25,28,29,208000
2022-05-05,30,32,35,40,43,264000
2022-05-06,2,17,18,25,38,330000
2022-05-07,4,25,31,36,41,416000
2022-05-08,10,11,20,21,27,493000
2022-05-09,2,4,16,18,41,603000
2022-05-10,12,16,30,33,34,713000
2022-05-11,10,16,27,28,31,100000
2022-05-12,7,16,20,23,35,110000
2022-05-13,6,11,22,25,36,121000
2022-05-14,16,22,24,28,33,171000
2022-05-15,2,6,8,28,37,205000
2022-05-16,24,26,30,33,39,265000
2022-05-17,2,4,16,26,28,325000
2022-05-18,4,7,16,30,34,394000
2022-05-19,6,8,16,33,36,100000
2022-05-20,7,13,19,36,41,110000
2022-05-21,11,16,17,22,40,120000
2022-05-22,9,12,24,37,38,148000
2022-05-23,4,20,28,32,36,190000
2022-05-24,4,10,12,22,33,242000
2022-05-25,8,26,28,39,43,298000
2022-05-26,1,7,15,22,23,100000
2022-05-27,2,5,6,10,39,100000
2022-05-28,15,24,25,39,40,110000
2022-05-29,4,10,15,28,35,120000
2022-05-30,5,10,20,23,25,140000
2022-05-31,1,17,21,36,40,179000
2022-06-01,13,19,24,29,31,100000
2022-06-02,1,5,8,15,26,110000
2022-06-03,13,18,20,26,28,100000
2022-06-04,11,13,19,27,42,110000
2022-06-05,25,26,30,31,41,100000
2022-06-06,1,8,13,22,43,110000
2022-06-07,15,24,26,34,38,120000
2022-06-08,13,16,27,28,38,134000
2022-06-09,7,30,40,41,43,176000
2022-06-10,2,7,28,29,37,222000
2022-06-11,7,15,21,23,31,282000
2022-06-12,5,9,23,32,39,326000
2022-06-13,16,19,32,36,39,100000
2022-06-14,9,12,17,26,28,110000
2022-06-15,13,20,22,36,43,100000
2022-06-16,6,25,29,32,36,110000
2022-06-17,5,16,28,33,37,120000
2022-06-18,2,9,12,34,35,146000
2022-06-19,5,18,24,34,36,177000
2022-06-20,2,30,33,38,39,222000
2022-06-21,5,9,14,15,38,278000
2022-06-22,3,7,13,41,42,332000
2022-06-23,2,20,26,39,41,404000
2022-06-24,6,15,28,41,43,488000
2022-06-25,1,23,26,37,39,594000
2022-06-26,27,29,33,37,38,668000
2022-06-27,6,16,21,32,43,795000
2022-06-28,8,21,25,26,38,963000
2022-06-29,2,10,19,21,37,100000
2022-06-30,6,16,29,32,40,110000
2022-07-01,2,4,11,23,32,120000
2022-07-02,14,18,21,23,42,165000
2022-07-03,8,20,25,38,43,100000
2022-07-04,4,5,8,27,29,110000
2022-07-05,5,7,30,32,42,120000
2022-07-06,11,12,14,23,34,142000
2022-07-07,6,11,13,26,40,177000
2022-07-08,3,17,20,30,42,227000
2022-07-09,4,14,16,34,35,294000
2022-07-10,6,16,18,29,40,338000
2022-07-11,8,14,26,27,39,414000
2022-07-12,7,8,12,19,42,504000
2022-07-13,7,34,35,37,39,607000
2022-07-14,3,13,20,30,43,709000
2022-07-15,3,6,7,34,36,844000
2022-07-16,1,14,24,42,43,1000000
2022-07-17,9,13,20,28,33,1200000
2022-07-18,2,29,38,39,43,1400000
2022-07-19,13,27,36,38,43,100000
2022-07-20,4,11,13,15,17,110000
2022-07-21,9,27,35,40,42,123000
2022-07-22,9,11,21,22,35,170000
2022-07-23,6,21,30,39,43,235000
2022-07-24,4,22,27,32,35,278000
2022-07-25,8,25,33,38,40,343000
2022-07-26,4,10,12,18,24,421000
2022-07-27,8,14,19,21,30,100000
2022-07-28,23,29,31,32,36,110000
2022-07-29,16,22,32,33,42,100000
2022-07-30,4,12,18,27,37,110000
2022-07-31,11,17,18,22,37,120000
2022-08-01,14,15,35,39,42,165000
2022-08-02,7,13,23,24,29,211000
2022-08-03,2,15,23,39,41,261000
2022-08-04,7,11,12,17,21,321000
2022-08-05,7,21,23,33,40,100000
2022-08-06,1,2,6,9,12,110000
2022-08-07,4,15,26,33,37,100000
2022-08-08,7,11,32,37,42,110000
2022-08-09,4,10,21,31,43,120000
2022-08-10,6,7,11,18,20,146000
2022-08-11,5,18,25,31,34,189000
2022-08-12,15,17,29,35,42,243000
2022-08-13,5,10,27,30,33,308000
2022-08-14,3,4,15,29,41,360000
2022-08-15,8,13,32,36,43,438000
2022-08-16,5,9,19,24,42,524000
2022-08-17,3,17,27,28,43,630000
2022-08-18,3,9,11,33,39,744000
2022-08-19,20,25,39,42,43,100000
2022-08-20,9,24,30,33,42,110000
2022-08-21,3,12,28,34,40,120000
2022-08-22,11,17,29,34,36,153000
2022-08-23,2,3,11,35,41,197000
2022-08-24,9,33,38,39,42,247000
2022-08-25,20,24,25,31,35,309000
2022-08-26,1,11,20,29,39,386000
2022-08-27,6,7,15,21,36,100000
2022-08-28,19,30,32,39,43,110000
2022-08-29,3,11,16,20,39,120000
2022-08-30,4,7,24,38,39,146000
2022-08-31,6,17,22,36,43,190000
2022-09-01,4,6,19,24,32,236000
2022-09-02,2,11,12,17,25,306000
2022-09-03,1,15,16,27,41,384000
2022-09-04,4,30,32,33,43,441000
2022-09-05,4,7,8,30,41,537000
2022-09-06,2,4,5,26,40,630000
2022-09-07,24,25,31,34,43,747000
2022-09-08,2,28,29,31,34,878000
2022-09-09,16,24,25,31,35,100000
2022-09-10,12,18,22,23,43,110000
2022-09-11,2,24,26,27,39,120000
2022-09-12,11,14,26,33,41,150000
2022-09-13,21,25,37,42,43,193000
2022-09-14,11,16,27,41,43,239000
2022-09-15,13,14,27,30,38,300000
2022-09-16,17,18,32,36,41,374000
2022-09-17,19,21,39,41,42,100000
2022-09-18,25,26,27,33,39,110000
2022-09-19,4,5,32,33,40,120000
2022-09-20,15,16,20,33,40,141000
2022-09-21,2,3,6,25,40,182000
2022-09-22,6,13,23,33,37,226000
2022-09-23,6,7,26,35,42,285000
2022-09-24,1,8,10,18,25,347000
2022-09-25,11,18,25,37,38,398000
2022-09-26,13,18,20,24,40,476000
2022-09-27,7,15,18,19,22,551000
2022-09-28,6,7,16,24,35,650000
2022-09-29,2,9,20,38,42,100000
2022-09-30,1,5,7,25,41,110000
2022-10-01,4,6,11,33,38,120000
2022-10-02,6,17,31,38,43,143000
2022-10-03,10,15,31,33,42,186000
2022-10-04,2,7,9,19,40,235000
2022-10-05,10,13,15,30,34,285000
2022-10-06,5,22,28,36,41,343000
2022-10-07,3,5,12,28,37,421000
2022-10-08,2,3,12,25,36,499000
2022-10-09,7,15,23,31,32,100000
2022-10-10,2,8,11,31,43,110000
2022-10-11,3,6,8,12,15,120000
2022-10-12,3,8,16,20,41,100000
2022-10-13,2,4,22,28,33,110000
2022-10-14,31,33,34,38,42,120000
2022-10-15,6,16,27,37,39,155000
2022-10-16,4,10,11,13,18,184000
2022-10-17,6,8,9,12,26,230000
2022-10-18,7,14,16,23,40,100000
2022-10-19,23,26,27,32,42,100000
2022-10-20,9,24,31,32,43,110000
2022-10-21,2,11,18,27,39,120000
2022-10-22,4,9,16,17,28,152000
2022-10-23,20,22,23,27,36,100000
2022-10-24,12,15,21,39,41,110000
2022-10-25,8,18,37,39,42,120000
2022-10-26,10,25,31,38,40,143000
2022-10-27,5,9,20,26,43,189000
2022-10-28,2,3,8,25,38,240000
2022-10-29,6,19,20,27,28,303000
2022-10-30,20,28,31,41,43,100000
2022-10-31,12,14,15,17,26,100000
2022-11-01,3,7,14,24,33,110000
2022-11-02,6,8,14,32,38,121000
2022-11-03,10,13,21,24,25,185000
2022-11-04,16,22,24,36,42,232000
2022-11-05,1,3,13,39,41,298000
2022-11-06,3,14,31,36,40,366000
2022-11-07,4,10,13,34,38,100000
2022-11-08,1,14,21,26,39,110000
2022-11-09,7,23,32,37,39,131000
2022-11-10,3,4,21,37,38,176000
2022-11-11,5,6,19,20,30,228000
2022-11-12,10,11,20,26,38,285000
2022-11-13,7,18,26,37,43,331000
2022-11-14,1,7,32,33,41,396000
2022-11-15,4,12,14,22,27,470000
2022-11-16,12,15,27,31,41,556000
2022-11-17,8,20,24,26,30,667000
2022-11-18,12,25,27,29,36,784000
2022-11-19,2,15,16,34,41,897000
2022-11-20,9,10,26,30,35,1000000
2022-11-21,18,21,27,28,34,1200000
2022-11-22,1,7,14,21,24,1400000
2022-11-23,2,7,14,29,36,1700000
2022-11-24,1,6,9,14,36,1800000
2022-11-25,1,20,29,34,39,100000
2022-11-26,8,14,16,19,41,110000
2022-11-27,10,15,16,39,41,120000
2022-11-28,5,9,12,20,30,164000
2022-11-29,11,12,19,23,24,100000
2022-11-30,3,21,24,33,35,110000
2022-12-01,7,18,21,27,34,120000
2022-12-02,8,21,27,32,43,168000
2022-12-03,12,13,17,21,26,224000
2022-12-04,4,11,17,32,38,100000
2022-12-05,6,8,29,35,37,110000
2022-12-06,6,9,12,17,31,120000
2022-12-07,2,15,21,25,26,100000
2022-12-08,6,8,13,19,29,100000
2022-12-09,7,18,30,34,39,110000
2022-12-10,12,22,25,35,41,100000
2022-12-11,2,5,13,23,33,110000
2022-12-12,2,5,29,34,36,120000
2022-12-13,7,25,26,31,42,142000
2022-12-14,11,16,39,41,43,186000
2022-12-15,12,16,23,25,37,232000
2022-12-16,3,28,29,31,39,294000
2022-12-17,6,15,34,35,41,362000
2022-12-18,4,22,31,36,42,420000
2022-12-19,2,18,28,31,37,505000
2022-12-20,4,11,15,33,39,598000
2022-12-21,10,12,23,28,38,100000
2022-12-22,4,16,24,27,43,110000
2022-12-23,10,17,20,26,32,100000
2022-12-24,1,19,32,37,43,110000
2022-12-25,13,15,16,25,33,120000
2022-12-26,11,16,25,30,36,130000
2022-12-27,11,19,20,26,34,191000
2022-12-28,11,25,26,27,32,266000
2022-12-29,10,12,15,33,39,320000
2022-12-30,6,25,28,36,38,416000
2022-12-31,8,10,11,12,31,100000
2023-01-01,1,17,31,38,40,110000
2023-01-02,2,18,19,34,43,120000
2023-01-03,2,14,22,26,33,167000
2023-01-04,11,15,30,36,37,221000
2023-01-05,15,23,29,35,43,280000
2023-01-06,10,22,26,27,37,351000
2023-01-07,3,4,5,27,30,100000
2023-01-08,3,5,6,27,30,110000
2023-01-09,15,16,20,25,29,120000
2023-01-10,3,6,15,22,41,167000
2023-01-11,7,12,14,15,24,231000
2023-01-12,1,12,15,23,42,289000
2023-01-13,3,28,29,33,38,359000
2023-01-14,11,12,31,32,41,476000
2023-01-15,15,28,30,32,42,100000
2023-01-16,1,2,11,25,41,110000
2023-01-17,5,8,15,21,23,100000
2023-01-18,12,20,29,38,40,110000
2023-01-19,1,8,20,26,34,120000
2023-01-20,16,17,26,28,33,167000
2023-01-21,18,24,29,34,42,225000
2023-01-22,17,23,26,31,40,273000
2023-01-23,6,21,22,35,38,331000
2023-01-24,8,12,17,26,40,406000
